Date,Open,High,Low,Close,Adj Close,Volume,Day
2018-07-12,15.6925,16.280001,15.66,16.2675,16.150099,40676000,103
2018-07-13,16.27,16.407499,16.147499,16.315001,16.197256,33938000,104
2018-07-16,16.327499,16.415001,16.120001,16.205,16.088049,27780000,105
2018-07-17,15.7,16.6,15.695,16.504999,16.385885,37796800,106
2018-07-18,16.5,16.547501,16.25,16.4,16.281643,23268800,107
2018-07-19,16.24,16.389999,16.094999,16.157499,16.040892,38437200,108
2018-07-20,16.290001,16.4575,16.0825,16.135,16.018555,28698000,109
2018-07-23,15.9925,16.307501,15.8,16.275,16.157543,31513600,110
2018-07-24,16.7875,16.9625,16.2875,16.4825,16.363548,47533200,111
2018-07-25,16.504999,17.202499,16.4925,17.17,17.046085,38620800,112
2018-07-26,16.48,16.635,16.327499,16.42,16.301498,55944000,113
2018-07-27,16.709999,16.725,15.445,15.735,15.621443,59049200,114
2018-07-30,15.7375,15.7525,14.83,15.0575,14.948832,50402800,115
2018-07-31,15.2175,15.5725,14.9775,15.3575,15.246667,47856000,116
2018-08-01,15.5,15.7075,15.31,15.5675,15.455151,34650800,117
2018-08-02,15.225,16.25,15.21,16.1875,16.070677,46121200,118
2018-08-03,16.272499,16.3475,16.075001,16.3325,16.214632,36066800,119
2018-08-06,16.3125,16.6425,16.247499,16.6325,16.512465,34034000,120
2018-08-07,16.762501,16.9,16.6625,16.795,16.673792,35985200,121
2018-08-08,16.74,16.9625,16.6,16.84,16.718466,31717200,122
2018-08-09,16.825001,17.025,16.754999,16.825001,16.703575,27265200,123
2018-08-10,16.49,16.637501,16.254999,16.432501,16.31391,42813200,124
2018-08-13,16.522499,16.842501,16.362499,16.385,16.266752,46337200,125
2018-08-14,16.565001,16.747499,16.307501,16.6875,16.567068,30363600,126
2018-08-15,16.309999,16.450001,15.77,16.08,15.963951,57928800,127
2018-08-16,16.434999,16.5375,16.1325,16.227501,16.110388,32571200,128
2018-08-17,16.0975,16.355,15.8025,16.225,16.107906,35131200,129
2018-08-20,16.342501,16.3575,16,16.192499,16.07564,33730800,130
2018-08-21,16.334999,16.655001,16.3025,16.360001,16.241932,33534800,131
2018-08-22,16.25,16.605,16.1975,16.549999,16.430557,31656800,132
2018-08-23,16.467501,16.815001,16.3925,16.467501,16.348656,35566800,133
2018-08-24,16.6425,16.967501,16.625,16.924999,16.802853,31978400,134
2018-08-27,17.1975,17.4375,17.105,17.434999,17.309174,36425600,135
2018-08-28,17.58,17.6425,17.41,17.512501,17.386114,32612400,136
2018-08-29,17.602501,18.15,17.5875,18.125,17.994194,32867600,137
2018-08-30,18.014999,18.34,17.8375,18.022499,17.892431,43931600,138
2018-08-31,17.955,18.237499,17.8925,18.075001,17.944555,31590000,139
2018-09-04,17.9175,18.0075,17.557501,17.860001,17.731106,40104800,140
2018-09-05,17.75,17.7575,16.98,17.15,17.02623,53864800,141
2018-09-06,17.18,17.2325,16.344999,16.682501,16.562105,57752400,142
2018-09-07,16.34,16.922501,16.305,16.5175,16.398294,38504800,143
2018-09-10,16.772499,16.805,16.3825,16.6625,16.542248,27724400,144
2018-09-11,16.442499,17.120001,16.325001,17.032499,16.909576,35261200,145
2018-09-12,16.9625,16.997499,16.4475,16.885,16.763144,44130800,146
2018-09-13,17.174999,17.504999,17.1675,17.385,17.259533,37338000,147
2018-09-14,17.4475,17.535,17.0525,17.252501,17.127991,38344000,148
2018-09-17,17.155001,17.2075,16.465,16.525,16.405741,36411600,149
2018-09-18,16.559999,17.1625,16.535,16.9175,16.795408,36379200,150
2018-09-19,16.924999,17.045,16.547501,16.879999,16.758179,29481200,151
2018-09-20,17.205,17.495001,17.09,17.41,17.284353,31341600,152
2018-09-21,17.565001,17.645,17.077499,17.1325,17.008856,30140800,153
2018-09-24,16.7775,17.297501,16.559999,17.280001,17.155291,26437600,154
2018-09-25,17.247499,17.3825,17.077499,17.35,17.224787,21629600,155
2018-09-26,17.365,17.8675,17.2775,17.3325,17.207413,35460000,156
2018-09-27,17.59,17.995001,17.557501,17.8125,17.683947,29262800,157
2018-09-28,17.66,17.9375,17.57,17.785,17.656647,30928800,158
2018-10-01,18.125,18.2925,17.77,17.887501,17.758408,34116000,159
2018-10-02,17.84,18.190001,17.66,17.785,17.656647,32393600,160
2018-10-03,18.002501,18.125,17.7575,17.8375,17.708767,33284800,161
2018-10-04,17.625,17.645,16.424999,16.82,16.69861,75444800,162
2018-10-05,16.799999,16.9575,15.705,16.1875,16.070677,66462000,163
2018-10-08,15.96,16.3125,15.31,15.8975,15.782769,59676800,164
2018-10-09,15.9175,16.4,15.7975,16.02,15.904387,52144800,165
2018-10-10,15.7475,15.765,13.86,13.9425,13.841879,121428000,166
2018-10-11,13.7525,14.3125,12.9575,13.3775,13.280954,111216000,167
2018-10-12,14.445,14.63,13.7,14.5075,14.402801,84244000,168
2018-10-15,14.365,14.4275,13.8125,13.96,13.859252,79867600,169
2018-10-16,14.41,15.2925,14.3375,15.1625,15.053074,62233200,170
2018-10-17,15.42,15.445,14.7375,15.2125,15.102714,65060400,171
2018-10-18,15.015,15.0325,13.9525,14.1575,14.055326,78174400,172
2018-10-19,14.4475,14.8475,13.9475,14.1,13.998241,67418400,173
2018-10-22,14.3525,14.645,13.9925,14.3125,14.209208,57463200,174
2018-10-23,13.5475,14.37,13.0575,14.155,14.052844,88390800,175
2018-10-24,14.1025,14.175,12.17,12.23,12.141737,102421200,176
2018-10-25,12.7725,13.6925,12.6075,13.485,13.387679,76036800,177
2018-10-26,12.1,13.2075,11.87,12.4375,12.347739,122380800,178
2018-10-29,12.995,13.15,10.96,11.7725,11.687538,108980800,179
2018-10-30,11.56,12.2625,11.3925,12.2275,12.139256,92432800,180
2018-10-31,12.8125,13.415,12.8125,13.0525,12.958301,90078800,181
2018-11-01,13.1675,13.655,12.86,13.6225,13.524188,63033200,182
2018-11-02,13.4875,13.7325,12.7,13.0125,12.91859,87178800,183
2018-11-05,13.02,13.035,12.44,12.885,12.792011,51300400,184
2018-11-06,12.8525,13.3825,12.8175,13.1575,13.062544,55730800,185
2018-11-07,13.6275,14.39,13.5425,14.3675,14.263811,69276000,186
2018-11-08,14.1975,14.33,13.915,14.1225,14.020579,58762400,187
2018-11-09,13.73,13.82,13.0725,13.405,13.308257,68369600,188
2018-11-12,13.125,13.1975,12.1475,12.2275,12.139256,77183600,189
2018-11-13,12.3675,12.875,12.11,12.2225,12.134292,77227200,190
2018-11-14,12.57,12.705,11.72,11.9125,11.826529,78062000,191
2018-11-15,11.8475,12.6525,11.5525,12.55,12.459427,84908400,192
2018-11-16,12.19,12.6,12.03,12.4125,12.32292,67162400,193
2018-11-19,12.23,12.2875,11.1,11.2225,11.141507,93246000,194
2018-11-20,10.43,11.06,10.175,10.6,10.523499,101495600,195
2018-11-21,11.0075,11.155,10.78,10.8375,10.759285,57557600,196
2018-11-23,10.57,10.93,10.5625,10.5975,10.521018,28440000,197
2018-11-26,11.045,11.345,10.905,11.325,11.243269,59982400,198
2018-11-27,11.155,11.53,10.9725,11.4425,11.359921,60081600,199
2018-11-28,11.7,12.54,11.5,12.5275,12.437091,97532400,200
2018-11-29,12.38,12.6675,12.12,12.4125,12.32292,64522400,201
2018-11-30,12.46,12.71,12.2825,12.6725,12.581044,58317600,202
2018-12-03,13.52,13.575,13.0625,13.3225,13.226354,74671600,203
2018-12-04,13.1375,13.2475,11.7675,11.8575,11.771926,105048000,204
2018-12-06,11.1025,12.055,10.9575,12.03,11.94318,98078000,205
2018-12-07,11.9,12.105,10.75,10.8525,10.774179,111493600,206
2018-12-10,10.79,11.34,10.455,11.1925,11.111725,88234400,207
2018-12-11,11.7325,11.75,11.0225,11.3125,11.230858,86081600,208
2018-12-12,11.805,12.1325,11.5925,11.5975,11.513802,84725600,209
2018-12-13,11.825,11.9725,11.38,11.6,11.516284,82362400,210
2018-12-14,11.2225,11.3325,10.6775,10.725,10.647599,78088800,211
2018-12-17,10.6175,10.8725,9.7725,10.0325,9.960097,100296400,212
2018-12-18,10.27,10.5025,9.9425,10.2,10.126387,78946800,213
2018-12-19,10.1775,10.6475,9.22,9.4625,9.39421,153931200,214
2018-12-20,9.3675,9.695,8.6825,9.0825,9.016953,160409200,215
2018-12-21,9.1625,9.3525,8.0525,8.205,8.145785,184517200,216
2018-12-24,8,8.3225,7.58,7.5975,7.542669,87800400,217
2018-12-26,7.825,8.985,7.66,8.965,8.912325,189117600,218
2018-12-27,8.65,9.1,8.03,9.0925,9.039075,170917200,219
2018-12-28,9.25,9.5275,8.8425,9.055,9.001796,152421200,220
2018-12-31,9.34,9.42,9.0125,9.26,9.205591,108483200,221
2019-01-02,8.695,9.5575,8.6825,9.3925,9.337313,135832800,222
2019-01-03,8.995,9.1025,8.4075,8.4825,8.43266,165255200,223
2019-01-04,8.8875,9.69,8.7925,9.5675,9.511284,136482000,224
2019-01-07,9.6175,10.0375,9.5325,9.8725,9.814492,106553200,225
2019-01-08,10.1725,10.2775,9.725,10.1575,10.097817,105811200,226
2019-01-09,10.28,10.5425,10.15,10.3975,10.336408,89049200,227
2019-01-10,10.16,10.5075,9.99,10.4975,10.435821,87565600,228
2019-01-11,10.31,10.4075,10.2025,10.3725,10.311555,60402400,229
2019-01-14,10.1075,10.235,9.965,10.1025,10.043141,55691600,230
2019-01-15,10.235,10.73,10.215,10.6625,10.599851,72562800,231
2019-01-16,10.7425,10.965,10.67,10.6775,10.614762,67946400,232
2019-01-17,10.575,11.0675,10.515,10.9275,10.863294,71020000,233
2019-01-18,11.18,11.4025,10.9625,11.2275,11.16153,83454400,234
2019-01-22,11.0025,11.02,10.33,10.6075,10.545175,90867200,235
2019-01-23,10.7375,10.875,10.255,10.6175,10.555116,83046800,236
2019-01-24,10.705,10.855,10.585,10.805,10.741513,64057600,237
2019-01-25,11.065,11.2925,10.955,11.19,11.12425,69756800,238
2019-01-28,10.7525,10.7775,10.5025,10.7775,10.714174,70179600,239
2019-01-29,10.7975,10.8025,10.3575,10.4725,10.410967,61265200,240
2019-01-30,10.825,11.38,10.7225,11.2575,11.191354,87912000,241
2019-01-31,11.455,11.93,11.42,11.7525,11.683446,80287600,242
2019-02-01,11.585,11.855,11.515,11.6025,11.534328,70780800,243
2019-02-04,11.6175,12.04,11.585,12.0275,11.95683,55488400,244
2019-02-05,12.0925,12.4,12.075,12.345,12.272464,64458400,245
2019-02-06,12.37,12.4325,12.08,12.2475,12.175538,72710000,246
2019-02-07,11.9175,12.0075,11.4725,11.7475,11.678476,104896800,247
2019-02-08,11.4275,11.8125,11.4,11.8075,11.738122,72361200,248
2019-02-11,11.9425,12.0275,11.69,11.78,11.710784,60598400,249
2019-02-12,12.0325,12.3475,11.9725,12.29,12.217788,64113200,250
2019-02-13,12.465,12.57,12.28,12.315,12.242641,63804800,251
2019-02-14,12.175,12.4875,12.055,12.36,12.287375,76684800,252
2019-02-15,12.6275,12.63,12.34,12.5075,12.43401,71248000,253
2019-02-19,12.39,12.6975,12.39,12.5825,12.50857,51786400,254
2019-02-20,12.6125,12.7575,12.3725,12.5725,12.498629,85532800,255
2019-02-21,12.4675,12.5725,12.2325,12.43,12.356966,64246800,256
2019-02-22,12.515,12.73,12.4925,12.7,12.625379,59818800,257
2019-02-25,13.0025,13.095,12.815,12.84,12.764556,62051200,258
2019-02-26,12.74,13,12.68,12.88,12.80432,52678400,259
2019-02-27,12.7075,12.895,12.4475,12.84,12.764556,57922000,260
2019-02-28,12.7275,12.895,12.65,12.76,12.685026,46031600,261
2019-03-01,13.03,13.0725,12.755,13.015,12.938528,70078400,262
2019-03-04,13.2425,13.3325,12.5875,13.0175,12.941012,106544000,263
2019-03-05,13.045,13.17,12.855,13.05,12.973322,50174400,264
2019-03-06,13.0825,13.095,12.765,12.825,12.749644,61734400,265
2019-03-07,12.72,12.735,12.2075,12.3575,12.284891,84653200,266
2019-03-08,11.935,12.305,11.89,12.2875,12.215303,87468400,267
2019-03-11,12.4325,13.0775,12.4325,13.055,12.978292,64234000,268
2019-03-12,13.1575,13.3675,13.0625,13.2675,13.189545,75803200,269
2019-03-13,13.4675,13.7725,13.415,13.555,13.475355,72564800,270
2019-03-14,13.58,13.63,13.475,13.495,13.415708,47721600,271
2019-03-15,13.6525,13.985,13.615,13.83,13.748738,69422800,272
2019-03-18,13.8425,14.085,13.76,13.955,13.873005,74497200,273
2019-03-19,14.135,14.32,13.9225,14.095,14.012183,82190400,274
2019-03-20,14.0875,14.5125,13.8975,14.2525,14.173783,91761200,275
2019-03-21,14.12,14.975,14.1125,14.9125,14.830139,75978800,276
2019-03-22,14.7175,14.8375,13.885,13.9375,13.860524,133800800,277
2019-03-25,13.765,13.9925,13.545,13.85,13.773507,105184800,278
2019-03-26,14.1725,14.42,13.8275,14.04,13.962458,87936000,279
2019-03-27,14.0975,14.195,13.4625,13.765,13.688977,88405200,280
2019-03-28,13.8675,14.0075,13.6075,13.8525,13.775993,64218800,281
2019-03-29,14.1575,14.205,13.92,14.165,14.086768,63490000,282
2019-04-01,14.575,14.775,14.425,14.7225,14.641188,61182400,283
2019-04-02,14.7725,14.93,14.6575,14.885,14.802792,53364400,284
2019-04-03,15.135,15.4225,15.0025,15.1425,15.058868,75692000,285
2019-04-04,15.145,15.32,14.8575,15.12,15.036493,71810400,286
2019-04-05,15.265,15.375,15.195,15.3475,15.262736,52327200,287
2019-04-08,15.27,15.4975,15.09,15.4675,15.382073,51730000,288
2019-04-09,15.31,15.4575,15.2,15.2975,15.213012,52060800,289
2019-04-10,15.365,15.555,15.3075,15.545,15.459146,49622000,290
2019-04-11,15.6025,15.6075,15.34,15.4275,15.342295,55885200,291
2019-04-12,15.625,15.65,15.4325,15.6175,15.531245,47614000,292
2019-04-15,15.6175,15.68,15.315,15.63,15.543676,41684800,293
2019-04-16,15.7875,15.8875,15.6475,15.7825,15.695333,47143600,294
2019-04-17,16.09,16.139999,15.8025,15.94,15.851964,57211200,295
2019-04-18,16.02,16.0275,15.7175,15.99,15.901688,45951600,296
2019-04-22,15.7875,16.147499,15.75,16.125,16.035942,37878400,297
2019-04-23,16.252501,16.799999,16.182501,16.737499,16.64506,52477200,298
2019-04-24,16.775,16.844999,16.567499,16.575001,16.483459,47537600,299
2019-04-25,16.942499,16.9625,16.5075,16.76,16.667435,59845200,300
2019-04-26,16.702499,16.825001,16.275,16.82,16.727104,55258400,301
2019-04-29,16.815001,16.9925,16.735001,16.91,16.816607,41898800,302
2019-04-30,16.5,16.602501,16.1675,16.522499,16.431246,63797600,303
2019-05-01,16.83,16.977501,16.315001,16.3325,16.242296,62958000,304
2019-05-02,16.3375,16.5825,15.8125,16.1325,16.0434,70644400,305
2019-05-03,16.535,16.9375,16.4475,16.8925,16.799202,54444800,306
2019-05-06,15.8275,16.655001,15.74,16.59,16.498375,80857600,307
2019-05-07,16.0525,16.254999,15.16,15.625,15.538704,118764800,308
2019-05-08,15.4675,15.8475,15.2975,15.4875,15.401963,80618800,309
2019-05-09,14.99,15.3975,14.5675,15.2425,15.158317,110208800,310
2019-05-10,15.06,15.5075,14.31,15.285,15.200582,113929200,311
2019-05-13,14.12,14.3575,13.5675,13.705,13.629308,117460400,312
2019-05-14,13.905,14.395,13.7575,14.135,14.056933,70096000,313
2019-05-15,13.865,14.8475,13.8475,14.7225,14.641188,88080000,314
2019-05-16,14.75,15.455,14.7025,15.1825,15.098648,87013200,315
2019-05-17,14.7225,15.335,14.6675,14.71,14.628757,91255200,316
2019-05-20,14.095,14.2575,13.8125,13.9725,13.89533,92184400,317
2019-05-21,14.3175,14.51,14.1825,14.3925,14.31301,57243600,318
2019-05-22,14.145,14.445,14.14,14.205,14.126546,64456400,319
2019-05-23,13.715,13.72,13.2775,13.535,13.460246,103840400,320
2019-05-24,13.7675,13.9,13.47,13.515,13.440358,68612800,321
2019-05-28,13.635,13.8525,13.3575,13.37,13.296158,58451600,322
2019-05-29,13.1225,13.25,12.815,13.035,12.963008,88960800,323
2019-05-30,13.1325,13.295,12.96,13.19,13.117152,68214000,324
2019-05-31,12.7175,12.8525,12.535,12.555,12.48566,70300400,325
2019-06-03,12.455,12.55,11.5325,11.7525,11.687592,120906400,326
2019-06-04,12.1,12.72,11.9775,12.705,12.63483,81934800,327
2019-06-05,13.0725,13.08,12.5925,12.985,12.913284,76158400,328
2019-06-06,13.05,13.3875,12.8775,13.285,13.211627,50151200,329
2019-06-07,13.5,14.23,13.455,14.0425,13.964944,75774000,330
2019-06-10,14.34,14.955,14.34,14.555,14.474614,91636000,331
2019-06-11,15.015,15.0925,14.4625,14.61,14.529309,68723600,332
2019-06-12,14.4825,14.575,14.275,14.3625,14.283177,55088000,333
2019-06-13,14.5325,14.7075,14.445,14.5975,14.516879,49279600,334
2019-06-14,14.3675,14.525,14.2475,14.4075,14.327929,38572400,335
2019-06-17,14.4975,14.7925,14.46,14.67,14.588978,37525200,336
2019-06-18,15.1875,15.6225,15.0775,15.305,15.220471,70914800,337
2019-06-19,15.3825,15.59,15.1,15.485,15.399477,68489600,338
2019-06-20,16.122499,16.1325,15.5575,15.91,15.822129,59677600,339
2019-06-21,15.8275,16.135,15.7375,15.8375,15.750031,52323200,340
2019-06-24,15.9225,15.9725,15.8025,15.8325,15.745058,34469200,341
2019-06-25,15.795,15.82,14.945,15.0225,14.939532,69811600,342
2019-06-26,15.305,15.595,15.15,15.2125,15.128482,47057600,343
2019-06-27,15.3775,15.4975,15.2625,15.3775,15.29257,37635200,344
2019-06-28,15.495,15.5475,15.2775,15.4425,15.357212,49466400,345
2019-07-01,16.325001,16.387501,15.8475,16.057501,15.968817,72410400,346
2019-07-02,16.040001,16.252501,15.91,16.252501,16.162739,40624400,347
2019-07-03,16.355,16.612499,16.315001,16.612499,16.520748,33563600,348
2019-07-05,16.272499,16.5975,16.077499,16.504999,16.413843,58422400,349
2019-07-08,16.1975,16.200001,15.955,16.157499,16.068262,52893600,350
2019-07-09,15.9175,16.455,15.8825,16.4,16.309423,44297600,351
2019-07-10,16.700001,17.022499,16.6,16.885,16.791746,77054800,352
2019-07-11,16.967501,17.075001,16.6775,16.84,16.746994,63924800,353
2019-07-12,16.887501,17.127501,16.844999,17.122499,17.027933,44596400,354
2019-07-15,17.24,17.297501,17.102501,17.2675,17.172132,36697200,355
2019-07-16,17.2125,17.27,16.860001,17.022499,16.928486,55996000,356
2019-07-17,17.030001,17.1075,16.76,16.77,16.677382,46254000,357
2019-07-18,16.522499,16.915001,16.3575,16.842501,16.749481,67784000,358
2019-07-19,17.174999,17.174999,16.3925,16.434999,16.344231,70389600,359
2019-07-22,16.559999,16.932501,16.555,16.8225,16.729591,47753200,360
2019-07-23,17.102501,17.155001,16.76,17.147499,17.052794,58024800,361
2019-07-24,16.959999,17.512501,16.950001,17.512501,17.415781,54622400,362
2019-07-25,17.334999,17.3375,16.91,17.012501,16.918543,75037600,363
2019-07-26,17.325001,17.5975,17.305,17.5175,17.420752,55739200,364
2019-07-29,17.49,17.49,17.0175,17.355,17.25915,56637600,365
2019-07-30,16.955,17.32,16.915001,17.122499,17.027933,55752000,366
2019-07-31,17.2575,17.2875,15.925,16.4,16.309423,98170400,367
2019-08-01,16.49,17.4,15.91,16.17,16.080694,149192400,368
2019-08-02,15.8,15.8575,15.15,15.43,15.344781,123460000,369
2019-08-05,14.485,14.485,13.42,13.81,13.733728,151242400,370
2019-08-06,14.18,14.495,13.875,14.3775,14.298094,106770400,371
2019-08-07,13.9025,14.6575,13.575,14.5875,14.506933,153954400,372
2019-08-08,14.81,15.5575,14.6725,15.5525,15.466604,109528000,373
2019-08-09,15.315,15.48,14.7425,15.0925,15.009145,110683200,374
2019-08-12,14.82,14.9575,14.38,14.5875,14.506933,106655600,375
2019-08-13,14.56,15.8475,14.5,15.545,15.459146,119629600,376
2019-08-14,14.7875,14.935,14.065,14.1525,14.074336,152465200,377
2019-08-15,14.225,14.33,13.7675,14.0925,14.014668,104469600,378
2019-08-16,14.445,14.8725,14.445,14.7425,14.661078,82202800,379
2019-08-19,15.3675,15.56,15.2425,15.4325,15.347267,60022000,380
2019-08-20,15.3525,15.5125,15.1025,15.115,15.03152,62632000,381
2019-08-21,15.5075,15.6475,15.3425,15.5,15.414394,50740800,382
2019-08-22,15.59,15.6975,14.9825,15.35,15.265223,76314800,383
2019-08-23,15.0325,15.45,13.77,13.945,13.867982,151175200,384
2019-08-26,14.3725,14.515,14.115,14.51,14.429862,73292800,385
2019-08-27,14.8125,14.89,14.25,14.4225,14.342845,77289600,386
2019-08-28,14.2775,14.6425,14.0625,14.5675,14.487044,63912400,387
2019-08-29,15.105,15.3575,14.935,15.23,15.145885,70761600,388
2019-08-30,15.48,15.4825,14.865,15.1225,15.03898,68051600,389
2019-09-03,14.8225,15.045,14.5275,14.6825,14.601409,64392800,390
2019-09-04,15.095,15.3425,14.98,15.3,15.215499,50232400,391
2019-09-05,15.805,16.2775,15.78,16.145,16.055832,63372000,392
2019-09-06,16.2125,16.24,15.99,16.1,16.011082,57519200,393
2019-09-09,16.2425,16.2675,15.7425,15.9975,15.909147,56156400,394
2019-09-10,15.735,15.87,15.42,15.865,15.777378,68382800,395
2019-09-11,15.9375,16.3225,15.8325,16.2925,16.202517,55700400,396
2019-09-12,16.594999,16.870001,16.422501,16.495001,16.4039,69965600,397
2019-09-13,16.424999,16.535,16.25,16.32,16.229866,53805200,398
2019-09-16,15.9975,16.195,15.95,16.094999,16.006107,48562000,399
2019-09-17,16.09,16.3225,15.995,16.307501,16.217436,45398000,400
2019-09-18,16.215,16.317499,15.6875,16.297501,16.207491,71031600,401
2019-09-19,16.3825,16.672501,16.275,16.370001,16.279589,66385200,402
2019-09-20,16.440001,16.487499,15.685,15.855,15.767433,61756400,403
2019-09-23,15.82,16.01,15.675,15.87,15.782351,44704800,404
2019-09-24,16.0875,16.184999,15.035,15.2425,15.158317,101882800,405
2019-09-25,15.19,15.86,14.8075,15.73,15.643124,76152000,406
2019-09-26,15.6825,15.715,15.215,15.5725,15.486494,68107200,407
2019-09-27,15.6375,15.6625,14.665,15.0075,14.924614,94246000,408
2019-09-30,15.15,15.48,15.07,15.4075,15.322406,58551600,409
2019-10-01,15.58,15.8375,14.955,15.035,14.951962,79227200,410
2019-10-02,14.7325,14.7325,14.005,14.265,14.186215,135412000,411
2019-10-03,14.255,14.7425,13.7275,14.735,14.65362,120260800,412
2019-10-04,14.9275,15.42,14.8975,15.355,15.270194,84488800,413
2019-10-07,15.215,15.5825,15.135,15.2125,15.128482,81265200,414
2019-10-08,14.91,15.12,14.5,14.52,14.439807,117702800,415
2019-10-09,14.9,15.1525,14.765,14.96,14.877377,76134800,416
2019-10-10,14.9625,15.4675,14.92,15.2875,15.203068,88119600,417
2019-10-11,15.805,16.25,15.785,15.86,15.772406,111254800,418
2019-10-14,15.8125,16.0275,15.765,15.8775,15.789808,45746800,419
2019-10-15,16.02,16.5875,15.9925,16.48,16.388983,70360800,420
2019-10-16,16.305,16.477501,16.1975,16.3575,16.267159,58596800,421
2019-10-17,16.639999,16.715,16.285,16.469999,16.379036,60919600,422
2019-10-18,16.405001,16.5075,15.7475,15.9975,15.909147,77222000,423
2019-10-21,16.2575,16.455,16.1075,16.42,16.329313,47088000,424
2019-10-22,16.59,16.682501,16.02,16.040001,15.951413,62511600,425
2019-10-23,15.9275,16.127501,15.85,16.115,16.025997,48452800,426
2019-10-24,16.467501,16.610001,16.2425,16.577499,16.485943,61242400,427
2019-10-25,16.3225,16.997499,16.3125,16.955,16.861357,64588800,428
2019-10-28,17.215,17.5425,17.215,17.4725,17.375999,55798000,429
2019-10-29,17.387501,17.4625,17.057501,17.07,16.975723,53514000,430
2019-10-30,17.16,17.395,16.8675,17.309999,17.214397,59492400,431
2019-10-31,17.442499,17.48,17.0275,17.3225,17.22683,61648000,432
2019-11-01,17.5525,17.797501,17.4725,17.7925,17.694233,57526400,433
2019-11-04,18.1525,18.2425,18.030001,18.110001,18.009981,49963200,434
2019-11-05,18.192499,18.245001,17.9725,18.1325,18.032354,51614800,435
2019-11-06,18.0875,18.094999,17.762501,18.0175,17.91799,57664800,436
2019-11-07,18.3025,18.549999,18.0425,18.200001,18.099483,62859600,437
2019-11-08,18.092501,18.422501,17.9575,18.415001,18.313295,40803600,438
2019-11-11,18.1425,18.365,18.0625,18.3375,18.236221,38046400,439
2019-11-12,18.379999,18.68,18.299999,18.487499,18.385393,64346000,440
2019-11-13,18.307501,18.557501,18.264999,18.459999,18.358046,55879200,441
2019-11-14,18.297501,18.4925,18.127501,18.455,18.353073,53325600,442
2019-11-15,18.7775,18.834999,18.615,18.8025,18.698654,45293200,443
2019-11-18,18.7775,18.995001,18.545,18.9,18.795616,48348000,444
2019-11-19,19.1175,19.1175,18.772499,18.977501,18.872688,56060000,445
2019-11-20,18.8375,19.0075,18.205,18.645,18.542025,75190000,446
2019-11-21,18.58,18.612499,18.3375,18.5,18.397825,45329600,447
2019-11-22,18.639999,18.6775,18.2425,18.549999,18.447548,41834000,448
2019-11-25,18.780001,19.205,18.775,19.192499,19.086498,40039200,449
2019-11-26,19.227501,19.377501,19.15,19.307501,19.200867,41845200,450
2019-11-27,19.445,19.705,19.379999,19.6975,19.588713,40778400,451
2019-11-29,19.5525,19.6425,19.4,19.434999,19.32766,26898000,452
2019-12-02,19.434999,19.4475,18.5075,18.809999,18.706114,75907600,453
2019-12-03,18.075001,18.407499,17.7775,18.387501,18.285948,78026000,454
2019-12-04,18.672501,18.7925,18.584999,18.66,18.55694,43829600,455
2019-12-05,18.855,18.8575,18.4925,18.7575,18.653904,44540400,456
2019-12-06,19.17,19.405001,19.135,19.3375,19.2307,46470800,457
2019-12-09,19.272499,19.532499,19.08,19.1,18.994513,38964400,458
2019-12-10,19.112499,19.32,18.92,19.057501,18.952248,56024000,459
2019-12-11,19.17,19.407499,19.09,19.344999,19.238159,45298000,460
2019-12-12,19.282499,20,19.205,19.7875,19.678215,91582000,461
2019-12-13,19.74,20.18,19.615,19.965,19.854734,80498000,462
2019-12-16,20.355,20.6425,20.34,20.5375,20.424074,49694000,463
2019-12-17,20.6425,20.6975,20.5,20.565001,20.45142,42274400,464
2019-12-18,20.6625,20.82,20.584999,20.612499,20.498657,35704000,465
2019-12-19,20.665001,21.045,20.665001,21.032499,20.916338,41692400,466
2019-12-20,21.307501,21.379999,21.15,21.282499,21.164957,49774000,467
2019-12-23,21.504999,21.545,21.3925,21.440001,21.321589,36213600,468
2019-12-24,21.487499,21.5175,21.3125,21.459999,21.349194,19949200,469
2019-12-26,21.557501,22.0275,21.557501,22.0175,21.903816,32129200,470
2019-12-27,22.252501,22.264999,21.7875,21.952499,21.839151,49875200,471
2019-12-30,21.932501,21.965,21.200001,21.514999,21.403912,56452800,472
2019-12-31,21.325001,21.690001,21.215,21.637501,21.52578,42190000,473
2020-01-02,22.1775,22.709999,22.055,22.709999,22.592741,65536000,474
2020-01-03,21.8225,22.5,21.809999,22.092501,21.97843,72590000,475
2020-01-06,21.567499,22.52,21.487499,22.512501,22.396261,64047600,476
2020-01-07,22.535,22.695,22.290001,22.485001,22.368904,53849600,477
2020-01-08,22.49,23.32,22.3825,23.002501,22.883732,79582400,478
2020-01-09,23.557501,23.715,23.18,23.5825,23.460737,72711600,479
2020-01-10,23.8475,23.8675,23.282499,23.389999,23.26923,68802000,480
2020-01-13,23.682501,24.219999,23.577499,24.2075,24.08251,58279200,481
2020-01-14,24.145,24.2875,23.805,23.924999,23.801468,72868800,482
2020-01-15,23.945,24.282499,23.705,23.940001,23.816391,66501600,483
2020-01-16,24.2775,24.622499,24.1325,24.6075,24.480444,60550400,484
2020-01-17,24.9275,25.035,24.565001,24.975,24.846046,72201200,485
2020-01-21,24.7575,25.127501,24.74,24.9625,24.833611,69441200,486
